CASEID,OFFICE_NAME,STATE,OFFICE_TYPE,JURIS,ACCR_IACME,ACCR_NAME,FT_TOT,PT_TOT,BUD_TOTAL,BUD_PERS_TOTAL,REP_CASE_NUM,ACC_CASE_NUM,COMPL_AUTO_TOTAL,CMS,WITHIN_BUSNSS
11500377,Jay County Coroner,IN,Coroner office,"Jay County Indiana, Including The County Seat Portland, Indiana",Yes,No,1,0,82862,17157,60,45,25,Yes,No
11500379,Jennings County Coroner,IN,Coroner office,"Jennings County, Indiana",No,No,1,2,46500,12500,85,Logical skip,15,Yes,Yes
11500380,Johnson County Coroner,IN,Coroner office,Johnson County Indiana,No,No,2,4,138517,35283,200,200,35,No,No
11500383,Lagrange County Coroner,IN,Coroner office,Lagrange County In Indiana,No,No,0,6,61000,21000,54,54,12,No,Yes
11500387,Madison County Coroner's Office,IN,Coroner office,Madison County,Yes,Blank or nonresponse,5,2,223452,Logical skip,350,350,75,Yes,No
11500388,Marion County Coroner,IN,Coroner office,Indiana,No,No,16,3,2900000,1200000,3012,1865,1247,Yes,No
11500389,Marshall County Coroner's Office,IN,Coroner office,"All Areas Of Marshall County, Indiana",No,No,0,2,72000,38000,105,20,12,No,Yes
11500391,Miami County Coroner,IN,Coroner office,Miami County,Not in short questionnaire,Not in short questionnaire,0,0,97305,Not in short questionnaire,73,1851,42,No,Not in short questionnaire
11500392,Monroe County Coroner,IN,Coroner office,Monroe County Indiana,No,No,0,1,318006,62972,208,200,175,Yes,No
11500393,Montgomery County Coroner,IN,Coroner office,Montgomery County,No,No,0,1,77641,34000,82,78,12,No,No
11500395,Newton County Coroner's Office,IN,Coroner office,"Newton County, Indiana",No,No,5,0,52000,12500,Logical skip,Logical skip,14,Yes,No
11500397,Ohio County Coroner,IN,Coroner office,Ohio County,Yes,No,0,1,15341,Logical skip,5,5,5,No,No
11500399,Owen County Coroner,IN,Coroner office,Owen County,Not in short questionnaire,Not in short questionnaire,0,1,58647,Not in short questionnaire,45,45,15,Yes,Not in short questionnaire
11500400,Parke County Coroner,IN,Coroner office,"Parke County, Indiana",No,No,0,0,20155,8500,18,7,5,Yes,No
11500401,Perry County Coroner's Office,IN,Coroner office,Perry County,Not in short questionnaire,Not in short questionnaire,0,5,32640,Not in short questionnaire,70,70,8,No,Not in short questionnaire
11500402,Pike County Coroner's Office,IN,Coroner office,"Indiana State, Pike County",No,No,1,4,33393,11118,Logical skip,Logical skip,13,No,Yes
11500403,Porter County Coroner's Office,IN,Coroner office,"Porter County, Indiana",No,No,1,10,363524,142208,434,222,65,Yes,No
11500404,Posey County Coroner,IN,Coroner office,"Posey County, Indiana",No,No,0,2,68661,21503,65,20,18,Yes,No
11500405,Pulaski County Coroner,IN,Coroner office,Pulaski County,No,No,0,0,90000,18500,Logical skip,Logical skip,20,No,No
11500406,Putnam County Coroner,IN,Coroner office,"Putnam County, Indiana",No,No,1,4,110000,30000,60,60,25,No,Yes
11500408,Ripley County Coroner,IN,Coroner office,"Ripley County, Indiana",No,No,0,0,42768,13458,Logical skip,45,20,Yes,No
11500409,Rush County Coroner,IN,Coroner office,Rush County,Not in short questionnaire,Not in short questionnaire,1,2,30000,Not in short questionnaire,35,400,4,Yes,Not in short questionnaire
11500410,Scott County Coroner's Office,IN,Coroner office,"Scott County, Indiana",No,No,2,4,34500,Logical skip,50,50,6,Yes,Yes
11500411,Shelby County Coroner,IN,Coroner office,"Shelby County, Indiana",No,No,0,7,92800,41600,77,77,32,Yes,No
11500412,Spencer County Coroner,IN,Coroner office,Spencer County,Not in short questionnaire,Not in short questionnaire,0,8,48000,Not in short questionnaire,30,275,10,Yes,Not in short questionnaire
11500413,St Joseph County Coroner,IN,Coroner office,"St.Joseph County, South Bend, In",Yes,Yes,6,0,558000,125000,383,200,0,No,Yes
11500414,Starke County Coroner,IN,Coroner office,Starke County,No,No,0,0,58000,15000,48,48,10,Yes,No
11500415,Steuben County Coroner's Office,IN,Coroner office,Steuben County,Not in short questionnaire,Not in short questionnaire,0,0,52000,Not in short questionnaire,56,56,12,Yes,Not in short questionnaire
11500416,Sullivan County Coroner,IN,Coroner office,Sullivan County Indiana,Yes,Yes,2,0,29000,11000,Logical skip,Logical skip,18,No,No
11500417,Switzerland County Coroner,IN,Coroner office,"Switzerland County, Indiana",Yes,No,0,2,90000,0,24,24,15,No,No
11500418,Tippecanoe County Coroner,IN,Coroner office,Tippecanoe County Indiana,No,No,2,10,520161,146657,480,304,153,Yes,No
11500419,Tipton County Coroner,IN,Coroner office,Tipton County Indiana,No,No,0,3,56970,21260,30,14,6,Yes,Yes
11500420,Union County Coroner,IN,Coroner office,Union County,Not in short questionnaire,Not in short questionnaire,0,1,16000,Not in short questionnaire,14,14,4,Yes,Not in short questionnaire
11500421,Vanderburgh County Coroner,IN,Coroner office,Vanderburgh County Indiana,No,No,5,0,684000,324000,2100,400,160,Yes,No
11500422,Vermillion County Coroner,IN,Coroner office,Vermillion County,Not in short questionnaire,Not in short questionnaire,1,4,50000,Not in short questionnaire,40,40,20,No,Not in short questionnaire
11500423,Vigo County Coroner,IN,Coroner office,Vigo County,Yes,Yes,2,4,211844,105824,169,169,169,No,No
11500424,Wabash County Coroner,IN,Coroner office,Wabash County,Yes,No,2,0,112600,Logical skip,Logical skip,Logical skip,23,Yes,No
11500425,Warren County Coroner's Office,IN,Coroner office,Warren Co Indiana,No,Yes,0,4,34000,18000,14,14,9,No,No
11500426,Warrick County Coroner,IN,Coroner office,"Warrick County, Indiana",No,No,0,1,130000,45000,Logical skip,Logical skip,15,Yes,No
11500428,Wayne County Coroner,IN,Coroner office,Wayne County,No,No,1,6,192730,65280,344,105,0,Yes,No
11500430,White County Coroner's Office,IN,Coroner office,"White County, Indiana",No,No,1,0,93000,16440,55,45,33,Yes,No
11500431,Whitley County Coroner,IN,Coroner office,Whitley County In.,No,No,1,1,90000,31000,34,29,5,No,No
11600434,"14th District Coroner (chautaqua, Montgomery)",KS,Sheriff-coroner office,Montgomery County Kansas,No,No,1,0,10000,10000,Logical skip,Logical skip,0,No,No
11600435,"20th and 24th District Coroner (Barton, Ellsworth, Rice, Russell, Stafford, Edwards, Hodgeman, Lane, Ness, Pawnee, Rush)",KS,Sheriff-coroner office,"Barton, Ellsworth, Rice, Russell, Stafford, Edwards, Hodgeman, Lane, Ness, Pawnee, Rush Counties",Not in short questionnaire,Not in short questionnaire,0,1,15000,Not in short questionnaire,17,30,5,Yes,Not in short questionnaire
11600438,"26th District County Coroner (Grant, Haskell, Morton, Seward, Stanton, Stevens)",KS,Coroner office,26th District County,Not in short questionnaire,Not in short questionnaire,1,0,0,Not in short questionnaire,100,1,25,Yes,Not in short questionnaire
11600439,"2nd District Coroner (jackson, Jefferson, Pottawatomie, Wabaunsee)",KS,Coroner office,"Jackson, Jefferson, Pottawatomie, Wabaunsee Counties",Not in short questionnaire,Not in short questionnaire,0,0,0,Not in short questionnaire,55,100,0,No,Not in short questionnaire
11600441,"15th District Coroner (Cheyenne, Logan, Rawlins, Sheridan, Sherman, Thomas, Wallace)",KS,Coroner office,"Cheyenne, Logan, Rawlins, Sheridan, Sherman, Thomas, Wallace Counties In Ks",No,No,0,0,6000,Logical skip,15,15,6,No,Yes
11600442,"16th District Coroner (Clark, Comanche, Ford, Gray, Kiowa, Meade)",KS,Coroner office,"Ford, Gray, Clark, Comanche, Meade, Kiowa",No,No,1,1,120000,90000,215,100,35,No,Yes
11600445,"4th District Coroner (Anderson, Coffey, Franklin, Osage)",KS,Coroner office,"Anderson, Coffey, Franklin, Osage Counties",No,No,0,8,30000,Logical skip,Logical skip,Logical skip,0,No,No
11600446,3rd District Coroner (Shawnee),KS,Coroner office,Shawnee County,Not in short questionnaire,Not in short questionnaire,8,0,1325514,Not in short questionnaire,2,661,0,Yes,Not in short questionnaire
11600447,"8th District Coroner ( Dickinson, Geary, Marion, Morris)",KS,Coroner office,"Dickinson, Geary, Marion, Morris Counties",Blank or nonresponse,No,0,0,80000,Blank or nonresponse,58,58,0,No,No
11600448,"9th District Coroner (Harvey, McPherson)",KS,Coroner office,"Harvey, McPherson County",Not in short questionnaire,Not in short questionnaire,2,4,155000,Not in short questionnaire,300,250,50,No,Not in short questionnaire
11600449,21st District Coroner (riley),KS,Coroner office,"Kansas State, Riley And Clay Counties, 21st District Coroner",No,No,0,1,64000,Logical skip,80,45,0,No,Yes
11600451,Johnson County Medical Examiner/Coroner,KS,Coroner office,Johnson County Kansas,No,No,2,1,581753,88000,853,428,295,No,No
11600454,"1st, 5th, 7th, 29th 31st Districts (Atchison, Leavenworth, Chase, Lyon, Douglas, Wyandotte, Allen, Neosho, Wilson, Woodson)",KS,Coroner office,"We Directly Control Districts 1,5, & 7 In Kansas And Clay, Platte, And Cass Counties In Missouri.  We Provide Autopsy Services For Districts 1, 2 (Except Wabaunsee Co), 4, 5, 6, 7, 8, 10, 11, 12, 13 (Except Butler Co), 14, 16, 21, 22, Finney Co",No,No,13,3,2723000,1323200,1933,1732,1484,Yes,No
11600455,18th District Coroner (Sedgwick County Regional Forensic Science Center),KS,Coroner office,"Sedgwick County Ks, Fee For Service For Other Counties In The State Of Kansas",No,Yes,16,2,2055174,1850000,3385,939,783,No,No
11600456,"30th District Coroner (Barber, Harper, Kingman, Pratt, Sumner)",KS,Coroner office,"Barber, Harper, Kingman, Pratt, Sumner County",No,No,0,0,66574,Logical skip,280,114,22,No,Yes
11600459,27th District Coroner (Reno),KS,Coroner office,Reno County,Not in short questionnaire,Not in short questionnaire,1,0,200000,Not in short questionnaire,156,72,60,No,Not in short questionnaire
11700458,Adair County Coroner's Office,KY,Coroner office,"Adair County, Ky",No,No,0,0,20900,8000,55,55,6,No,Yes
11700459,Allen County Coroner's Office,KY,Coroner office,"Kentucky,allen County",No,No,0,8,45000,0,85,30,18,No,No
11700461,Ballard County Coroner,KY,Coroner office,Ballard County,Not in short questionnaire,Not in short questionnaire,2,0,1000,Not in short questionnaire,Logical skip,Logical skip,8,No,Not in short questionnaire
11700462,Barren County Coroner,KY,Coroner office,"Barren County, Ky",No,No,1,2,82000,43600,135,131,19,Yes,No
11700463,Bath County Coroner,KY,Coroner office,Bath County,Not in short questionnaire,Not in short questionnaire,1,2,0,Not in short questionnaire,31,31,4,No,Not in short questionnaire
11700464,Bell County Coroner's Office,KY,Coroner office,Bell County,No,No,1,0,4000,Logical skip,137,137,8,No,Yes
11700465,Boone County Coroner,KY,Coroner office,Boone County Kentucky,No,No,1,4,174080,115480,309,165,52,Yes,No
11700466,Bourbon County Coroner,KY,Coroner office,"City Of Paris, Centerville,clintonville,hutchinson,little Rock,north Middletown.",Yes,Yes,24,0,20000,20000,Logical skip,Logical skip,13,Yes,No
11700468,Boyle County Coroner,KY,Coroner office,"Boyle County, Kentucky",No,No,0,2,30000,Logical skip,Logical skip,Logical skip,12,No,Yes
11700469,Bracken County Coroner's Office,KY,Coroner office,"Bracken County, Ky",No,No,3,0,30000,30000,26,26,15,Yes,Yes
11700470,Breathitt County Coroner,KY,Coroner office,Breathitt County Only,Yes,No,1,2,68000,28000,120,120,510,Yes,Yes
11700471,Breckinridge County Coroner,KY,Coroner office,"Breckinridge County, Ky",No,No,3,0,22000,Logical skip,95,65,10,No,Yes
11700473,Butler County Coroner's Office,KY,Coroner office,Butler County,Yes,No,0,0,15000,Logical skip,Logical skip,Logical skip,0,No,Yes
11700474,Caldwell County Coroner,KY,Coroner office,Caldwell County,No,Yes,0,0,38000,Blank or nonresponse,60,60,10,Yes,No
11700475,Calloway County Coroner's Office,KY,Coroner office,Calloway County,Yes,Yes,3,0,10000,Logical skip,Logical skip,Logical skip,9,Yes,No
11700476,Campbell County Coroner,KY,Coroner office,Campbell County,No,No,0,2,131290,85000,400,12,20,No,Yes
11700477,Carlisle County Coroner,KY,Coroner office,Carlisle County,No,No,1,0,1000,Logical skip,48,22,1,No,Yes
11700478,Carroll County Coroner,KY,Coroner office,Carroll County,No,No,2,4,85000,40000,86,50,40,No,No
11700480,Casey County Coroner,KY,Coroner office,Casey County Ky,No,Blank or nonresponse,2,0,31000,24834,70,58,3,No,Yes
11700483,Clay County Coroner,KY,Coroner office,Clay County,Not in short questionnaire,Not in short questionnaire,4,4,12000,Not in short questionnaire,100,56,5,No,Not in short questionnaire
11700484,Clinton County Coroner,KY,Coroner office,"Albany-Clinton Co., Kentucky",No,No,0,1,5000,Logical skip,Logical skip,Logical skip,6,No,Yes
11700485,Crittenden County Coroner,KY,Coroner office,Crittenden County,Not in short questionnaire,Not in short questionnaire,2,0,11472649,Not in short questionnaire,31,20,0,No,Not in short questionnaire
11700486,Cumberland County Coroner,KY,Coroner office,Cumberland County,Not in short questionnaire,Not in short questionnaire,14,0,12000,Not in short questionnaire,48,48,10,Yes,Not in short questionnaire
11700487,Daviess County Coroner,KY,Coroner office,Daviess County,No,Blank or nonresponse,2,4,302000,Logical skip,1200,Logical skip,45,Yes,No
11700488,Edmonson County Coroner,KY,Coroner office,Edmonson County,No,No,2,0,0,Logical skip,30,30,3,Yes,Yes
11700489,Elliott County Coroner,KY,Coroner office,Elliott County,Not in short questionnaire,Not in short questionnaire,2,0,0,Not in short questionnaire,25,510,10,No,Not in short questionnaire
11700491,Fayette County Coroner,KY,Coroner office,Fayette County Kentucky,No,No,11,0,1323745,876713,736,Logical skip,60,Yes,No
11700492,Fleming County Coroner,KY,Coroner office,Fleming County,Not in short questionnaire,Not in short questionnaire,3,0,3000,Not in short questionnaire,38,38,4,No,Not in short questionnaire
11700493,Floyd County Coroner,KY,Coroner office,"Floyd County, Kentucky",No,No,0,2,0,Logical skip,29,1124,8,No,Yes
11700494,Franklin County Coroner's Office,KY,Coroner office,Franklin County,Not in short questionnaire,Not in short questionnaire,1,3,109000,Not in short questionnaire,173,65,0,Yes,Not in short questionnaire
11700496,Gallatin County Coroner,KY,Coroner office,Gallatin County Kentucky,No,No,1,2,33723,22223,26,26,16,No,No
11700497,Garrard County Coroner's Office,KY,Coroner office,Garrard County,Not in short questionnaire,Not in short questionnaire,1,0,13000,Not in short questionnaire,45,45,8,No,Not in short questionnaire
11700498,Grant County Coroner,KY,Coroner office,Grant County Kentucky,No,No,1,0,50000,42000,75,55,28,Yes,Yes
11700499,Graves County Coroner,KY,Coroner office,Graves County Kentucky,No,No,2,5,8000,Logical skip,125,125,5,No,Yes
11700500,Grayson County Coroner,KY,Coroner office,Grayson County Kentucky,No,No,2,2,36000,30000,130,130,0,No,No
11700502,Greenup County Coroner,KY,Coroner office,Greenup County,No,No,3,0,50000,Logical skip,212,60,20,No,Blank or nonresponse
11700503,Hancock County Coroner's Office,KY,Coroner office,"Hancock County, Ky",No,No,4,0,9000,Logical skip,24,24,11,No,Yes
11700504,Hardin County Coroner,KY,Coroner office,Hardin County Kentucky,No,No,3,3,268000,Logical skip,840,500,29,Yes,No
11700505,Harlan County Coroner's Office,KY,Coroner office,"Harlan County, Kentucky",No,No,3,0,34291,Logical skip,121,97,8,No,Yes
11700510,Hickman County Coroner,KY,Coroner office,Hickman Co Ky,No,Yes,0,1,2000,11000,12,12,4,No,No
11700511,Hopkins County Coroner,KY,Coroner office,Hopkins County,No,No,2,3,84850,84850,125,125,10,Yes,No
11700512,Jackson County Coroner's Office,KY,Coroner office,"Jackson County, Kentucky",No,No,2,0,0,Logical skip,100,Logical skip,10,No,Yes
11700513,Jefferson County Coroner's Office,KY,Coroner office,"Kentucky State,jefferson County,louisville,ky",No,No,16,0,1570300,660464,6534,4270,0,Yes,No
11700514,Jessamine County Coroner's Office,KY,Coroner office,Jessamine County,Not in short questionnaire,Not in short questionnaire,1,3,70234,Not in short questionnaire,91,91,8,No,Not in short questionnaire
11700515,Johnson County Coroner's Office,KY,Coroner office,Johnson County,Yes,No,0,3,20000,Logical skip,Logical skip,Logical skip,12,No,No
11700516,Kenton County Coroner,KY,Coroner office,"Kenton County, Kentucky",Yes,No,0,11,250000,Logical skip,323,323,0,Yes,Yes
11700517,Knott County Coroner,KY,Coroner office,"Knott County, Kentucky",Will be by 2020,No,2,0,1500,1500,Logical skip,Logical skip,1,No,Yes
11700519,Larue County Coroner,KY,Coroner office,"Larue County, Ky",No,No,2,1,600,Logical skip,44,30,3,No,Yes
11700520,Laurel County Coroner,KY,Coroner office,"Laurel County, Ky",Yes,Yes,1,1,50000,43000,197,197,12,No,Yes
11700521,Lawrence County Coroner,KY,Coroner office,"Lawrence County, Kentucky",No,Yes,1,1,35000,23500,Logical skip,Logical skip,4,No,Yes
11700522,Lee County Coroner,KY,Coroner office,Lee County,No,No,2,0,12000,Logical skip,Logical skip,Logical skip,8,No,No
11700525,Lewis County Coroner's Office,KY,Coroner office,Lewis County,Not in short questionnaire,Not in short questionnaire,8,0,10000,Not in short questionnaire,47,47,12,Yes,Not in short questionnaire
11700526,Lincoln County Coroner's Office,KY,Coroner office,"Lincoln County, Kentucky",No,No,0,2,55000,42700,92,Logical skip,8,Yes,No
11700529,Lyon County Coroner,KY,Coroner office,Lyon County Kentucky,No,No,1,2,23636,19386,Logical skip,25,10,No,Yes
11700530,Madison County Coroner's Office,KY,Coroner office,"Madison County, Ky.",No,No,6,0,100000,Logical skip,230,810,10,No,No
11700532,Marion County Coroner,KY,Coroner office,"Marion County, Kentucky",No,No,1,0,20000,Logical skip,40,15,0,No,Yes
